,title,content,answer,maxPoints,type,relevantLines,examId,questions,gradingKey
363,Aufgabe 4,Welche Wörter passen gemäss dem Schluss des Textes am besten in die Lücken? Setze jeweils den passenden Ausdruck aus der Tabelle ein. Du darfst die Formen nicht verändern. (5 Punkte) / ärgerlich / dastehen / der Ferne / gleichsetzt / der Situation / verbessern / warten / bemerkt / egal / festhielt / hoffen / unklar / verstärken / wiederholen / beeindrucken / eingebildet / festmacht / Sicherheit / verändern / vorhanden sein / Zukunft,,5,directWordMatch,,14,"[{'leftCol': '', 'rightCol': 'Vielleicht war das rote Unfallauto gar nicht so beschädigt; vielleicht war das Bett damals gar nicht so gross. Aber das ist letztlich __________.', 'answer': ['egal'], 'isExample': 0}, {'leftCol': '', 'rightCol': 'Mit der Zeit __________ sich die Erinnerungen.', 'answer': ['verändern'], 'isExample': 0}, {'leftCol': '', 'rightCol': 'Sie bekommen «Beulen», sobald man sie an einem Ding __________.', 'answer': ['festmacht'], 'isExample': 0}, {'leftCol': '', 'rightCol': 'Es wird auch in __________ immer ein grosses, flauschiges Federbett...', 'answer': ['Zukunft'], 'isExample': 0}, {'leftCol': '', 'rightCol': '...in einem Hotel in Deutschland auf den Erzähler __________.', 'answer': ['warten'], 'isExample': 0}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
364,Aufgabe 5,"Welche Adjektive werden im folgenden Text verwendet, um die Folgen des Unfalls vor Augen zu führen? Notiere drei passende. (3 Punkte) Wir drei Jungen fanden es toll in der Werkstatt. Mitten im Raum, zwischen herumliegenden Werkzeugen, Drehbänken, Hebebühnen und Ölfässern, stand ein Autowrack, rot, noch ganz frisch, das irreparable Resultat eines Zusammenstosses. Wir gingen flüsternd um die Karosserie herum, um die verformten Stossstangen und zerknautschten Türen. Die Vorderseite des Autos war wie eine Harmonika zusammengedrückt worden. Wir schauten hinein durch die zerbröselten Scheiben und steckten unsere Arme an den Glasscherben vorbei ins Wageninnere.","1 Punkt pro Adjektiv (max 3 Punkte). Mögliche Antworten: (Adjektive bzw. adjektivisch gebrauchte Partizipien) - irreparabel / verformt / zerknautscht / zerbröselt [Falsch: «zusammengedrückt», da verbal im Passiv gebraucht.] Keinen Punkteabzug für Abschreibfehler / flektierte Form.",3,text,[],14,,
365,Aufgabe 6,"Beim folgenden Text haben sich drei sprachliche Fehler eingeschlichen. Benenne diese und gib die korrekte Form an. (3 Punkte) Die Geschichte handelt über fünf Familienangehörige, die in einem neuen Auto auf Besuch nach Deutschland fahren wollten. Ein Mann, dessen Hilfe sie in Anspruch nahmen, schätzten sie falsch ein. Die Kinder verbringen anschliessend die Nacht in einem Bett, das grösser war als ein normales. Erst Jahre später wurde ihnen bewusst, dass sie den Mann, einen Garagisten, nicht durchschaut hatten.",1 Punkt pro richtige Aussage (max 3 Punkte). über ist falsch und sollte durch von ersetzt werden. Ein Mann sollte zu einen Mann verbessert werden. Die Kinder verbringen sollte zu die Kinder verbrachten verbessert werden.,3,text,[],14,,
366,Aufgabe 7.1,Wie heisst das Gegenteil (Antonym)? Setze das Wort in der richtigen Form im Satz ein. Achte auf die Rechtschreibung! Beispiel: Er kann das Auto abholen. Er kann das Auto bringen. Die Familie ging auf der schnurgeraden Strasse zu dem kleinen Hotel. Die Familie ging auf der ___________ Strasse zu dem kleinen Hotel.,"1 Punkt für ein passendes Adjektiv wiekurvigen / kurvenreichen / geschlängelten / geschwungenen; [Falsch: ungeraden / gekrümmten / sich windenden, da 2 Wörter.]",1,text,[],14,,
367,Aufgabe 7.2,Wie heißt das Gegenteil (Antonym)? Setze das Wort in der richtigen Form im Satz ein. Achte auf die Rechtschreibung! Der Werkstattinhaber hatte uns das Hotel empfohlen. Der Werkstattinhaber hatte uns von diesem Hotel ___________.,1 Punkt für: abgeraten,1,text,[],14,,
368,Aufgabe 7.3,Wie heißt das Gegenteil (Antonym)? Setze das Wort in der richtigen Form im Satz ein. Achte auf die Rechtschreibung! Ein pralles Federbett bedeckte das Ganze. Ein ___________ Federbett bedeckte das Ganze.,"1 Punkt für ein passendes Adjektiv wie: weiches / schlaffes / leichtes / dünnes; [Falsch: leicht gefülltes, da 2 Wörter.]",1,text,[],14,,
369,Aufgabe 7.4,Wie heißt das Gegenteil (Antonym)? Setze das Wort in der richtigen Form im Satz ein. Achte auf die Rechtschreibung! Der Mann am Ausschank gab einsilbige Antworten auf meine vorsichtigen Fragen. Der Mann am Ausschank gab ___________ Antworten auf meine ___________ Fragen.,1 Punkt für: wortreiche / ausführliche / langatmige / weitschweifige / geschwätzige und 1 Punkt für: indiskreten / frechen / impertinenten / bohrenden / fordernden / forschen / forschenden / gewagten / direkten / neugierigen; [Falsch: mehrsilbige / unvorsichtigen],2,text,[],14,,
370,Aufgabe 8,Wie heisst der andere Teil der Ausdrücke? Achte auf die Rechtschreibung! (4 Punkte),,4,directWordMatch,,14,"[{'leftCol': '8.1', 'rightCol': 'Einerseits müssen wir auf das Ersatzteil warten, __________ gefällt es uns hier recht gut.', 'answer': ['andererseits', 'andrerseits', 'anderseits']}, {'leftCol': '8.2', 'rightCol': 'Je länger wir warteten, __________ unglücklicher wurde die Mutter.', 'answer': ['desto']}, {'leftCol': '8.3', 'rightCol': '__________ der Vater noch die Mutter konnten uns die schöne Erinnerung verderben.', 'answer': ['Weder']}, {'leftCol': '8.4', 'rightCol': 'Teils spielten wir vor dem Hotel, __________ schauten wir in der Werkstatt dem Garagisten zu.', 'answer': ['teils']}]","[{'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
371,Aufgabe 9,Finde ein Synonym und setze es in der richtigen Form im Satz ein. Achte auch auf die Rechtschreibung! (4 Punkte),,4,directWordMatch,,14,"[{'leftCol': 'Das Federbett war **beschirmend** wie eine Wolke.', 'rightCol': 'Das Federbett war __________ wie eine Wolke.', 'answer': ['schützend', 'beschützend', 'behütend']}, {'leftCol': 'Die Werkstatt sah ich nicht, aber der Gasthof war nicht zu verfehlen.', 'rightCol': 'Die Werkstatt sah ich nicht, aber der Gasthof war nicht zu __________.', 'answer': ['verpassen', 'übersehen']}, {'leftCol': 'Der Mann warf mir einen kurzen, skeptischen Blick zu.', 'rightCol': 'Der Mann warf mir einen kurzen, __________ Blick zu.', 'answer': ['kritischen', 'misstrauischen', 'scharfen', 'durchbohrenden', 'prüfenden', 'fragenden', 'suchenden', 'musternden', 'durchdringenden']}, {'leftCol': 'Und dann wurde bei uns fürstlich gegessen.', 'rightCol': 'Und dann wurde bei uns fürstlich __________.', 'answer': ['gespeist', 'gespiesen', 'diniert', 'geschmaust', 'getafelt', 'geschlemmt']}]","[{'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
372,Aufgabe 10,Bilde zum Nomen das entsprechende Adjektiv. Partizipien gelten nicht! Achte auf die Rechtschreibung! (4 Punkte) Beispiel: Akzeptanz wird zu akzeptabel,,4,directWordMatch,,14,"[{'leftCol': 'Form', 'rightCol': '__________', 'answer': ['formal', 'formell', 'formbar']}, {'leftCol': 'Gegenstand', 'rightCol': '__________', 'answer': ['gegenständlich', 'gegenständig', 'gegenstandslos']}, {'leftCol': 'Fall', 'rightCol': '__________', 'answer': ['fällig']}, {'leftCol': 'Morgen', 'rightCol': '__________', 'answer': ['morgig', 'morgendlich']}]","[{'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
373,Aufgabe 11.1,Benenne das Objekt und schreibe die genaue Bestimmung hin. Satz: Das defekte Auto konnte man so schnell nicht reparieren.,1 Punkt für: Das defekte Auto (Akkusativobjekt),1,text,[],14,,
374,Aufgabe 11.2,"Benenne das Objekt und schreibe die genaue Bestimmung hin. Satz: Noch immer überkommt mich ein Glücksgefühl,",1 Punkt für: mich (Akkusativobjekt),1,text,[],14,,
375,Aufgabe 11.3,"Benenne das Objekt und schreibe die genaue Bestimmung hin. Satz: ..., wenn ich auf der Autobahn das grosse Ortsschild des Dorfes sehe.",1 Punkt für: das grosse Ortsschild des Dorfes (Akkusativobjekt),1,text,[],14,,
376,Aufgabe 11.4,Benenne das Objekt und schreibe die genaue Bestimmung hin. Satz: Das Hotel war uns empfohlen worden.,1 Punkt für: uns (Dativobjekt),1,text,[],14,,
377,Aufgabe 12,"Bestimme, ob der Satz im Aktiv, Passiv oder Imperativ steht. Setze ein Kreuz bei der richtigen Spalte.",,6,multiplechoice,,14,"[{'text': 'Dann wurde gegessen, getrunken und geschlafen.', 'options': ['Aktiv', 'Passiv', 'Imperativ'], 'answer': 'Passiv'}, {'text': 'Das Ersatzteil wird telefonisch bestellt werden.', 'options': ['Aktiv', 'Passiv', 'Imperativ'], 'answer': 'Passiv'}, {'text': 'Er wird den alten Wagen schon wieder zum Laufen bringen.', 'options': ['Aktiv', 'Passiv', 'Imperativ'], 'answer': 'Aktiv'}, {'text': 'Mein Vater wurde ganz rot.', 'options': ['Aktiv', 'Passiv', 'Imperativ'], 'answer': 'Aktiv'}, {'text': 'Werden Sie mal nicht unhöflich!', 'options': ['Aktiv', 'Passiv', 'Imperativ'], 'answer': 'Imperativ'}, {'text': 'Der Tag der Hinreise konnte nicht mehr gerettet werden.', 'options': ['Aktiv', 'Passiv', 'Imperativ'], 'answer': 'Passiv'}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
378,Aufgabe 13.1,Bilde das Perfekt. Satz: Er biegt die Stangen.,1 Punkt für: Er hat die Stangen gebogen.,1,text,[],14,,
379,Aufgabe 13.2,Bilde das Präsens. Satz: Sie hatte für eine gute Reise gebetet.,1 Punkt für: Sie betet für eine gute Reise.,1,text,[],14,,
380,Aufgabe 13.3,Bilde das Präteritum. Satz: Er hat den Garagisten um Hilfe gebeten.,1 Punkt für: Er bat den Garagisten um Hilfe.,1,text,[],14,,
381,Aufgabe 13.4,Bilde das Perfekt. Satz: Der Werkstattleiter bietet uns ein Zimmer an.,1 Punkt für: Der Werkstattleiter hat uns ein Zimmer angeboten.,1,text,[],14,,
382,Aufgabe 13.5,Bilde das Futur 1. Satz: Die Kinder baten um eine Schlafgelegenheit.,1 Punkt für: Die Kinder werden um eine Schlafgelegenheit bitten.,1,text,[],14,,
383,Aufgabe 14,"Schreibe alle Präpositionen aus den folgenden Sätzen heraus. (5 Punkte) «Zwischen herumliegenden Werkzeugen, Drehbänken, Hebebühnen und Ölfässern stand ein Autowrack. Wir gingen flüsternd um die Karosserie herum. Die Vorderseite des Autos war wie eine Harmonika zusammengedrückt. Wir schauten hinein durch die zerbröselten Scheiben und steckten unsere Arme an den Glasscherben vorbei ins Wageninnere.»","Je 1 Punkt (max 5 Punkte) für: zwischen, um (herum), durch, an (vorbei), in (ins)",5,text,[],14,,
384,Aufgabe 15,Kopiere den Satz und ergänze die 4 fehlenden Satzzeichen! Als mein Vater am Abend die Werkstatt mit schnellen Schritten betrat kam ihm Herr Schneider mit einem besonderen Gesichtsausdruck und einem Glas in der Hand entgegen. «Wie kann ich Ihnen helfen » fragte Schneider mit leiser Stimme. Mein Vater erwiderte sein Auto stehe hinter der langen Kurve bei der Autobahn und lasse sich nicht mehr starten.,"Je 1 Punkt für die drei fehlenden Kommas und das Fragezeichen: Als mein Vater am Abend die Werkstatt mit schnellen Schritten betrat, kam ihm Herr Schneider mit einem besonderen Gesichtsausdruck und einem Glas in der Hand entgegen. «Wie kann ich Ihnen helfen?», fragte Schneider mit leiser Stimme. Mein Vater erwiderte, sein Auto stehe hinter der langen Kurve bei der Autobahn und lasse sich nicht mehr starten.",4,text,[],14,,
385,Aufgabe 1a,Woher kommt Meral ursprünglich?,"2 korrekte Lösungen: 1 Punkt, 0-1 korrekte Lösungen: 0 Punkte. Orthografie- und Grammatikfehler werden nicht berücksichtigt. Korrekte Antworten: Kosovo / Kosovo-Albanien / Republik Kosovo. Falsche Antworten: unklar / männlich",1,text,[],9,,
386,Aufgabe 1b,Welches Geschlecht hat Meral?,"2 korrekte Lösungen: 1 Punkt, 0-1 korrekte Lösungen: 0 Punkte. Orthografie- und Grammatikfehler werden nicht berücksichtigt. Korrekte Antworten: weiblich, Mädchen, Frau, feminin. Falsche Antworten: unklar / männlich",1,text,[],9,,
387,Aufgabe 2a,Wo beginnt und endet die Rückblende in die Vergangenheit? Gib die entsprechenden Zeilen an.,"Die Rückblende in die Vergangenheit beginnt auf der Zeile 10 und endet auf der Zeile 41. Beide Zahlen müssen stimmen, sonst gibt es keinen Punkt.",1,text,"[10, 41]",9,,
388,Aufgabe 2b,Vor wie vielen Jahren hat das Gespräch über die Elefanten im Garten stattgefunden?,(vor rund) 20 (Jahren). Die Zahl 20 genügt als korrekte Lösung.,1,text,[],9,,
389,Aufgabe 3,"Gleich im ersten Abschnitt wird deutlich, dass Meral das Verhalten von Sarah beim Wiedersehen als zurückhaltend empfindet. Halte stichwortartig vier Punkte fest, die dies verdeutlichen.","4 korrekte Lösungen: 2 Punkte, 2-3 korrekte Lösungen: 1 Punkt, 0-1 korrekte Lösung: 0 Punkte. Orthografie- und Grammatikfehler werden nicht berücksichtigt. Korrekte Antworten: 1. schwächere Umarmung / drückt weniger bei Umarmung etc., 2. (bloss) Ausrede / angeblich wenig/knappe Zeit / muss weiter (tolerieren, wenn nur steht: wenig/keine Zeit), 3. leise Stimme, als ob sie «meine»/ihre/Merals Ohren schonen wolle (tolerieren, wenn nur steht: leise [Stimme]) (Falsch, wenn nur steht: [Sarah] will die Ohren [von Meral] schonen / als ob sie Merals Ohren schonen wolle [das ist bloss ein Vergleich im Konjunktiv]), 4. sie lächelt verlegen (tolerieren, wenn nur steht: lächeln / verlegen), 5. sie wiederholt ihre Ausrede zur Zeitknappheit / sie besteht darauf, keine Zeit zu haben",2,text,[],9,,
390,Aufgabe 4,"In welchem Satz wird eindeutig klar, dass Meral erst durch Sarah auf den Namen Dumbo gekommen ist? Schreibe diesen einen Satz vollständig ab.","1 Punkt für die korrekte Antwort: «Ich hätte auf die Schnelle keinen besseren erfinden können.» Tolerieren: Wenn der Satz verkürzt oder umgestellt wird, aber der Sinn erhalten bleibt. Falsch: «Dieser Name passte gut zu ihm.» (Theoretisch hätte dieser Name bereits im Kosovo gut zu ihm gepasst.) / Wenn mehr als ein Satz abgeschrieben wird. Orthografie- und Grammatikfehler werden nicht berücksichtigt.",1,text,[],9,,
391,Aufgabe 5a,Betrachte die auf dem Bild sichtbaren Teile der fünf mit Ziffern markierten Gebäude. Lies noch einmal das Gespräch auf den Zeilen 10 bis 17.,,1,multiplechoice,,9,"[{'text': 'Welches Haus entspricht am ehesten jenem, in welchem Merals Familie gemäss diesem Gespräch gelebt haben soll? Gib die richtige Ziffer an.', 'options': ['1', '2', '3', '4', '5'], 'answer': '2'}]","[{'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
392,Aufgabe 5b,"Nenne drei verschiedene Gründe für deine Wahl. Beziehe dich nur auf die sichtbaren Dinge und die folgenden Punkte: Lage, Gelände um das Gebäude und Merkmale am Gebäude. Stütze dich dabei auf Informationen aus dem Text. Beende die Sätze unten sinnvoll. Ein Beispiel für die Beschreibung Lage: 'Das von mir gewählte Gebäude liegt...', Beispiel für Beschreibung des Gelände um das Gebäude: 'Das von mir gewählte Gebäude hat..' Wichtig: bei der Beschreibung, erwähne welches Gebäude du gewählt hast mit der jeweiligen Nummer.","1 Punkt für eine korrekte Antwort der Bechreibung der Lage von Haus 2 und 5 wie: Das von mir gewählte Gebäude liegt ausserhalb des Dorfes / versteckt / zwischen Bäumen / so, dass es den besten Sichtschutz / die grösste Geheimhaltung ermöglicht / in einem grossen, unübersichtlichen Garten. Wenn bei der Lagenbeschreibung das Haus 1,2 oder 4 gewählt wird, bekommt man keinen Punkt für die Lage. 1 Punkt für die Beschreibung des Geländes um das Gebäude, wie: Das von mir gewählte Gebäude hat Verstecke für Tiere / einen Garten / Bäume/Tannen etc. Die Beschreibung des Geländes ist nur korrekt, wenn Gebäude 2, 3, 4 oder 5 beschrieben werden. 1 Punkt für die korrekte Beschreibung der Merkmale am Gebäude, wie: Das von mir gewählte Gebäude verfügt als einziges über…Fenster auf zwei Etagen/Stockwerken. / Fenster im Parterre und zweiten (ersten) Stock(werk).",4,text,[],9,,
393,Aufgabe 6a,"Der Alltag von Merals Eltern in der Schweiz war von Stress und Sorgen geprägt. Erkläre, weshalb die Familie in den Schulferien nicht ins Ausland reisen konnte und die Kinder keine tollen Geschenke von den Eltern erhielten. Schreibe ein bis zwei ganze Sätze.","Juristisches Problem: Reiseverbot Asylbewerber:innen dürfen... / Die Familie (von Meral) durfte nicht reisen. (1) Finanzielles Problem: Arbeitsverbot, Armut Die Eltern waren arm / ...durften nicht arbeiten / ...hatten kein Geld. (1) tolerieren: Sie durften als Asylbewerber nicht arbeiten (1) und reisen (1). (wörtliche Übernahme aus dem Text) / die Eltern sind geizig / Rabeneltern (1)",2,text,[],9,,
394,Aufgabe 6b,Mit welchem Verhalten reagierte Meral gegenüber Sarah auf diese schwierige Situation bei sich zuhause? Antworte in einem ganzen Satz.,"Sie lügt / schwindelt / erfindet Geschichten / macht sich interessant. Falsch: Langeweile, weinen, Heimweh, Sehnsucht nach Cousinen und Freundinnen",2,text,[],9,,
395,Aufgabe 7,"Laut Meral hat der Grossvater den Löwen besänftigt, der angeblich in ihrem Garten gelebt hat. Das klingt unglaubwürdig. Zähle vier weitere Aussagen über den Grossvater auf, die an Merals Löwengeschichte unglaubwürdig sind. Vervollständige den begonnenen Satz zu einem korrekten und ganzen Satz. Der Grossvater hat angeblich... ","- schon 1000 Kriege erlebt. - den Kampf gewonnen / sich selbst helfen können. - bloss zerrissene Hosen (gehabt) / keine Verletzungen (gehabt). - dem Löwen einen Geheimnamen ins Ohr geflüstert. - bewirkt, dass die Kinder mit dem Löwen spielen konnten. Gleichwertige Lösungen sind zu tolerieren. 4 korrekte Lösungen: 3 Punkte, 3 korrekte Lösungen: 2 Punkte, 2 korrekte Lösungen: 1 Punkt, 0-1 korrekte Lösungen: 0 Punkte. Abzug für Orthografie- und Grammatikfehler: 1 bis 3 Fehler kein Abzug, 4 oder mehr Fehler 1 Punkt Abzug. Jeder falsche Satzbau zählt als 1 Grammatikfehler. So z.B. die Lösung: «Der Grossvater hat angeblich... war ganz geblieben.» Interpunktionsfehler werden nicht gezählt.",3,text,[],9,,
396,Aufgabe 8,"Kreuze bei den folgenden Aussagen an, ob sie mit den Informationen, die uns der Text gibt, übereinstimmen (✓) oder nicht (–). Setze das Kreuz beim Fragezeichen (?), wenn das aufgrund des Textes nicht entschieden werden kann. Es darf nur ein Kreuz pro Zeile gesetzt werden.",,4,multiplechoice,,9,"[{'text': 'Die Familie lebte unter anderem vom Eintrittsgeld, das sie für den Besuch ihrer Tiere verlangte.', 'options': ['✓', '?', '–'], 'answer': '–'}, {'text': 'Der Grossvater lebte im Kosovo mit Merals Familie im selben Haushalt.', 'options': ['✓', '?', '–'], 'answer': '?'}, {'text': 'Sarah bezweifelte als Zweitklässlerin den Wahrheitsgehalt von Merals Geschichten.', 'options': ['✓', '?', '–'], 'answer': '✓'}, {'text': 'Während sich Merals Familie in der Schweiz um Asyl bewarb, arbeitete die Mutter als Übersetzerin.', 'options': ['✓', '?', '–'], 'answer': '–'}, {'text': 'Meral ist sich nicht sicher, ob Sarah sie in der kommenden Woche wirklich anrufen wird.', 'options': ['✓', '?', '–'], 'answer': '✓'}, {'text': 'Meral behauptet, sie wolle die Ohren von Sarah schonen.', 'options': ['✓', '?', '–'], 'answer': '–'}, {'text': 'Am Anfang des Gesprächs in der Altstadt kennt Meral die aktuelle Adresse von Sarah.', 'options': ['✓', '?', '–'], 'answer': '–'}, {'text': 'Meral hat eine ältere Schwester.', 'options': ['✓', '?', '–'], 'answer': '?'}, {'text': 'Meral hat mehrere Cousinen.', 'options': ['✓', '?', '–'], 'answer': '✓'}]","[{'min': 9, 'max': 9, 'points': 4}, {'min': 7, 'max': 8, 'points': 3}, {'min': 4, 'max': 6, 'points': 2}, {'min': 2, 'max': 3, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
397,Aufgabe 9,"Sarah und Meral verhalten sich spiegelbildlich. Erkläre diese Aussage, indem du die Wörter «Vergangenheit» und «Gegenwart», «schwindelt an» und «zweifelt an» mit dem jeweiligen Verhalten von Meral und Sarah in Verbindung bringst. Die vier gefragten Begriffe müssen in deiner Antwort mindestens einmal vorkommen. Bilde ganze Sätze.","In der Vergangenheit schwindelte Meral Sarah an. (1) Sarah zweifelte in der Vergangenheit an Meral(s Geschichten/Lügen). (1) In der Gegenwart schwindelt Sarah Meral an. (1) Meral zweifelt in der Gegenwart an Sarah(s Ausreden/Behauptungen/Aussagen). (1) Tolerieren, wenn die Spiegelsymmetrie implizit erwähnt wird, also alle vier vorgegebenen Begriffe verwendet werden: In der Vergangenheit schwindelte Meral Sarah an und in der Gegenwart zweifelt (nun) Meral an Sarahs Aussagen. (Folgefehler tolerieren) (4)",4,text,[],9,,
398,Aufgabe 10,"Kreuze jeweils nur die eine Lösung an, die der Bedeutung der fett gedruckten Wörter und Ausdrücke am besten entspricht. Deine Lösung muss inhaltlich zum Text passen.",,5,multiplechoice,,9,"[{'text': '«Ich schlenderte durch die Marktgasse...» (Z.1)', 'options': ['trottete', 'pilgerte', 'bummelte', 'ging', 'marschierte'], 'answer': 'bummelte'}, {'text': '«Ich erklärte Sarah damals scheinbar gleichgültig: ...» (Z. 10)', 'options': ['gleichmäßig', 'unbeteiligt', 'freudlos', 'verbittert', 'abgebrüht'], 'answer': 'unbeteiligt'}, {'text': '«Grossvater hatte nach diesem Angriff nur zerrissene Hosen.» (Z. 24/25)', 'options': ['geschlossene', 'verschlossene', 'löchrige', 'zerfetzte', 'abgerissene'], 'answer': 'zerfetzte'}, {'text': '«Der Löwe war sanft geworden.» (Z. 36)', 'options': ['zart', 'wohlwollend', 'zahm', 'herzlich', 'gnädig'], 'answer': 'zahm'}, {'text': '«... meinte Sarah distanziert, ...» (Z. 42)', 'options': ['aus der Ferne', 'zugeknöpft', 'böse', 'barsch', 'unhöflich'], 'answer': 'zugeknöpft'}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
399,Aufgabe 11a (1),"Kombiniere den Verbstamm von (greifen) jeweils mit einem zum Satz passenden Vormorphem und setze die richtige Lösung in die Lücke. Der Löwe hatte endlich ______, dass mein Grossvater viel stärker war als er.",begriffen,1,text,[],9,,
400,Aufgabe 11a (2),"Kombiniere den Verbstamm von (greifen) jeweils mit einem zum Satz passenden Vormorphem und setze die richtige Lösung in die Lücke. Die Polizei hätte gegen Löwenhalter, wie wir sie waren, sofort hart _______ müssen.",durchgreifen,1,text,[],9,,
401,Aufgabe 11b (1),"Kombiniere den Verbstamm von (bringen) jeweils mit einem zum Satz passenden Vormorphem und setze die richtige Lösung in die Lücke. Die Lehrerin musste viel Geduld _____, um die Klasse zu beruhigen.",aufbringen,1,text,[],9,,
402,Aufgabe 11b (2),"Kombiniere den Verbstamm von (bringen) jeweils mit einem zum Satz passenden Vormorphem und setze die richtige Lösung in die Lücke. Wir mussten den Nachweis _____, dass wir ein Recht auf Asyl in der Schweiz hatten.",erbringen,1,text,[],9,,
403,Aufgabe 12,"Fülle die Lücken mit den jeweils verlangten Verben zuerst im Präsens, dann im Präteritum korrekt aus.",,3,directWordMatchThreeCol,,9,"[{'leftCol': 'ertragen', 'middleCol': '__________ du die Schmerzen?', 'rightCol': '__________ du die Schmerzen? ', 'answerLeftCol': None, 'answerMiddleCol': ['Erträgst', 'erträgst'], 'answerRightCol': ['Ertrugst', 'ertrugst'], 'isExample': 0}, {'leftCol': 'treffen', 'middleCol': '__________ du das Ziel?', 'rightCol': '__________ du das Ziel?', 'answerLeftCol': None, 'answerMiddleCol': ['Triffst', 'triffst'], 'answerRightCol': ['Trafst', 'trafst'], 'isExample': 0}, {'leftCol': 'heissen', 'middleCol': '__________ du in diesem Spiel Karl oder Carlo?', 'rightCol': '__________ du in diesem Spiel Karl oder Carlo?', 'answerLeftCol': None, 'answerMiddleCol': ['Heisst', 'heisst'], 'answerRightCol': ['Hiessest', 'hiessest'], 'isExample': 0}, {'leftCol': 'empfehlen', 'middleCol': '__________ du ihnen die Abkürzung?', 'rightCol': '__________ du ihnen die Abkürzung?', 'answerLeftCol': None, 'answerMiddleCol': ['Empfiehlst', 'empfiehlst'], 'answerRightCol': ['Empfahlst', 'empfahlst'], 'isExample': 0}, {'leftCol': 'halten', 'middleCol': '__________ du dich an die Abmachung?', 'rightCol': '__________ du dich an die Abmachung?', 'answerLeftCol': None, 'answerMiddleCol': ['Hältst', 'hältst'], 'answerRightCol': ['Hieltest', 'Hieltst', 'hieltst', 'hieltest'], 'isExample': 0}]","[{'min': 10, 'max': 10, 'points': 3}, {'min': 9, 'max': 9, 'points': 2}, {'min': 8, 'max': 8, 'points': 1}, {'min': 0, 'max': 7, 'points': 0}]"
404,Aufgabe 13,"Bilde ausgehend vom Wortstamm (Stamm-Morphem) der **fett** gedruckten Wörter **ein** neues Wort aus derselben Wortfamilie, das in die Lücke passt. Es darf nur ein einziges Wort pro Lücke eingesetzt werden und die Bedeutung des rechten Satzes muss mit der des linken Satzes übereinstimmen.",,4,directWordMatch,,9,"[{'leftCol': 'Sarah war meinen Geschichten gegenüber **stets** misstrauisch.', 'rightCol': 'Sarah empfand meinen Geschichten gegenüber ein __________ Misstrauen.', 'answer': ['stetiges', 'stetes'], 'isExample': 0}, {'leftCol': 'Tausend Kriege hatte er schon erlebt, da war ein Löwe nichts **Besonderes** dagegen.', 'rightCol': 'Tausend Kriege hatte er schon erlebt, da war ein Löwe keine __________ dagegen.', 'answer': ['Besonderheit'], 'isExample': 0}, {'leftCol': 'Weil meine Eltern all diese Zeit zusammen verbrachten, kam es oft zu **Streitigkeiten**', 'rightCol': 'Weil meine Eltern all diese Zeit zusammen verbrachten, __________ sie oft.', 'answer': ['stritten', 'streiten'], 'isExample': 0}, {'leftCol': 'Der Löwe schien nach dem Kampf mit dem Grossvater **sanft** geworden zu sein.', 'rightCol': 'Der Löwe schien nach dem Kampf mit dem Grossvater die __________ in Person zu sein.', 'answer': ['Sanftmut', 'Sanftheit', 'Sanftmütigkeit'], 'isExample': 0}, {'leftCol': 'Meral und Sarah waren in der zweiten Klasse **befreundet**', 'rightCol': 'Meral und Sarah waren in der zweiten Klasse __________.', 'answer': ['Freunde', 'Freundinnen'], 'isExample': 0}]","[{'min': 5, 'max': 5, 'points': 4}, {'min': 4, 'max': 4, 'points': 3}, {'min': 3, 'max': 3, 'points': 2}, {'min': 2, 'max': 2, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
